Weight (kg),Age,Height (cm),Size
61,22,170.18,M
54,22,165.1,M
54,22,167.64,M
54,22,162.56,M
63,22,170.18,M
54,22,162.56,M
58,22,154.94,M
58,22,167.64,M
58,22,160.02,M
47,22,157.48,M
52,22,167.64,M
52,22,162.56,M
58,22,167.64,M
54,22,165.1,M
63,22,172.72,M
65,22,170.18,M
56,22,162.56,M
54,22,170.18,M
55,22,165.1,M
54,22,165.1,M
61,22,170.18,M
61,22,170.18,M
52,22,165.1,M
65,22,167.64,M
61,22,167.64,M
55,22,160.02,M
49,22,160.02,M
54,22,162.56,M
63,22,177.8,M
58,22,160.02,M
68,22,175.26,M
61,22,167.64,M
49,22,157.48,M
58,22,162.56,M
54,22,149.86,M
54,22,165.1,M
68,22,172.72,M
54,22,167.64,M
61,22,165.1,M
54,22,157.48,M
63,22,152.4,M
58,22,177.8,M
61,22,170.18,M
55,22,157.48,M
54,22,165.1,M
54,22,170.18,M
54,22,165.1,M
65,22,170.18,M
51,22,162.56,M
54,22,165.1,M
58,22,152.4,M
54,22,167.64,M
56,22,154.94,M
61,22,157.48,M
61,22,172.72,M
56,22,170.18,M
54,22,162.56,M
65,22,170.18,M
58,22,160.02,M
49,22,160.02,M
61,22,170.18,M
58,22,154.94,M
63,22,170.18,M
52,22,167.64,M
63,22,175.26,M
56,22,167.64,M
54,22,165.1,M
54,23,162.56,M
70,23,180.34,M
54,23,154.94,M
58,23,154.94,M
54,23,157.48,M
61,23,165.1,M
63,23,154.94,M
58,23,175.26,M
61,23,182.88,M
58,23,162.56,M
50,23,157.48,M
54,23,165.1,M
58,23,162.56,M
57,23,162.56,M
61,23,167.64,M
54,23,157.48,M
58,23,172.72,M
61,23,170.18,M
54,23,154.94,M
54,23,162.56,M
59,23,175.26,M
56,23,157.48,M
49,23,154.94,M
58,23,175.26,M
58,23,170.18,M
56,23,157.48,M
56,23,157.48,M
60,23,162.56,M
58,23,170.18,M
58,23,170.18,M
61,23,162.56,M
56,23,162.56,M
55,23,160.02,M
58,23,160.02,M
63,23,167.64,M
59,23,160.02,M
53,23,154.94,M
63,23,172.72,M
58,23,167.64,M
58,23,167.64,M
56,23,170.18,M
61,23,162.56,M
52,23,157.48,M
61,23,177.8,M
49,23,154.94,M
61,23,167.64,M
54,23,162.56,M
54,23,149.86,M
61,23,165.1,M
56,23,157.48,M
61,23,167.64,M
58,23,167.64,M
54,23,162.56,M
57,23,167.64,M
56,23,162.56,M
54,23,157.48,M
70,23,167.64,M
61,23,170.18,M
56,23,165.1,M
56,23,162.56,M
58,23,170.18,M
54,23,165.1,M
50,23,157.48,M
58,23,172.72,M
54,23,167.64,M
58,23,165.1,M
58,23,170.18,M
54,23,160.02,M
58,23,165.1,M
61,23,167.64,M
63,23,160.02,M
61,23,177.8,M
68,23,172.72,M
63,23,172.72,M
58,23,172.72,M
56,23,162.56,M
61,23,170.18,M
59,23,162.56,M
54,23,154.94,M
58,23,165.1,M
56,23,157.48,M
54,23,170.18,M
56,23,154.94,M
61,23,160.02,M
56,23,170.18,M
64,23,175.26,M
60,23,172.72,M
52,23,160.02,M
63,23,170.18,M
49,23,162.56,M
49,23,154.94,M
61,23,165.1,M
52,23,160.02,M
63,23,167.64,M
58,23,165.1,M
58,23,160.02,M
58,23,170.18,M
58,23,172.72,M
49,23,154.94,M
61,23,172.72,M
61,23,157.48,M
61,23,167.64,M
57,23,160.02,M
58,23,170.18,M
54,23,160.02,M
54,23,162.56,M
58,23,167.64,M
54,23,160.02,M
63,23,170.18,M
61,23,170.18,M
49,23,162.56,M
49,23,154.94,M
58,23,165.1,M
63,23,170.18,M
63,23,170.18,M
56,23,167.64,M
61,23,157.48,M
68,23,170.18,M
64,23,175.26,M
55,23,162.56,M
54,23,162.56,M
63,23,162.56,M
64,23,175.26,M
64,23,175.26,M
60,23,167.64,M
77,23,177.8,M
61,23,170.18,M
58,23,160.02,M
63,23,170.18,M
54,23,154.94,M
53,23,157.48,M
63,23,167.64,M
53,23,152.4,M
61,23,165.1,M
56,23,160.02,M
57,23,165.1,M
63,23,175.26,M
56,23,162.56,M
61,23,160.02,M
56,23,152.4,M
63,23,170.18,M
63,23,170.18,M
58,23,165.1,M
65,23,170.18,M
60,23,172.72,M
67,23,177.8,M
56,23,154.94,M
52,23,160.02,M
54,23,165.1,M
63,23,165.1,M
63,23,165.1,M
58,23,157.48,M
63,23,175.26,M
62,23,172.72,M
58,23,170.18,M
63,23,175.26,M
54,23,149.86,M
56,23,165.1,M
56,23,167.64,M
56,23,172.72,M
68,23,172.72,M
58,23,157.48,M
58,23,162.56,M
58,23,175.26,M
54,23,160.02,M
58,23,172.72,M
52,23,162.56,M
49,23,154.94,M
58,23,162.56,M
58,23,170.18,M
63,23,165.1,M
61,23,170.18,M
63,23,160.02,M
54,23,154.94,M
60,23,165.1,M
63,23,162.56,M
53,23,160.02,M
58,23,170.18,M
61,23,177.8,M
52,23,152.4,M
61,23,172.72,M
54,23,165.1,M
61,23,160.02,M
58,23,167.64,M
52,23,160.02,M
61,23,167.64,M
58,23,167.64,M
61,23,167.64,M
61,23,172.72,M
58,23,170.18,M
63,23,167.64,M
56,23,167.64,M
62,23,157.48,M
58,23,160.02,M
65,23,177.8,M
65,23,167.64,M
58,23,160.02,M
56,23,160.02,M
54,23,167.64,M
64,23,170.18,M
61,23,160.02,M
56,23,170.18,M
63,23,177.8,M
54,23,167.64,M
61,23,172.72,M
49,23,154.94,M
58,23,170.18,M
50,23,165.1,M
63,23,165.1,M
50,23,157.48,M
68,23,172.72,M
58,23,170.18,M
68,23,175.26,M
58,23,170.18,M
56,23,160.02,M
52,23,160.02,M
61,23,175.26,M
63,23,165.1,M
61,23,167.64,M
58,23,162.56,M
58,23,160.02,M
58,23,175.26,M
63,23,175.26,M
58,23,162.56,M
61,23,167.64,M
58,23,162.56,M
56,23,165.1,M
59,23,175.26,M
65,23,170.18,M
57,23,167.64,M
54,23,157.48,M
63,23,177.8,M
56,23,165.1,M
54,23,165.1,M
49,23,154.94,M
58,23,170.18,M
63,23,175.26,M
58,23,162.56,M
54,23,167.64,M
49,23,167.64,M
58,23,160.02,M
58,23,165.1,M
61,23,172.72,M
61,23,170.18,M
58,23,165.1,M
54,23,165.1,M
50,23,157.48,M
61,23,170.18,M
58,23,177.8,M
56,23,167.64,M
58,23,160.02,M
58,23,180.34,M
54,23,167.64,M
57,23,167.64,M
63,23,172.72,M
61,23,177.8,M
63,23,177.8,M
58,23,167.64,M
58,23,170.18,M
56,23,157.48,M
59,23,167.64,M
53,23,170.18,M
58,23,167.64,M
49,23,162.56,M
49,23,157.48,M
61,23,172.72,M
59,23,162.56,M
54,23,175.26,M
54,23,157.48,M
61,23,177.8,M
49,23,154.94,M
58,23,170.18,M
52,23,160.02,M
58,23,162.56,M
58,23,170.18,M
49,23,167.64,M
48,23,157.48,M
56,23,170.18,M
58,23,165.1,M
56,23,157.48,M
50,23,157.48,M
54,23,167.64,M
56,23,162.56,M
58,23,167.64,M
59,23,165.1,M
56,23,162.56,M
61,23,175.26,M
58,23,160.02,M
49,23,154.94,M
58,23,175.26,M
59,23,162.56,M
56,23,162.56,M
58,23,177.8,M
63,23,177.8,M
58,23,167.64,M
58,23,165.1,M
68,23,160.02,M
56,23,157.48,M
61,23,162.56,M
61,23,170.18,M
56,23,160.02,M
58,23,177.8,M
58,23,167.64,M
54,23,167.64,M
64,23,165.1,M
58,23,160.02,M
62,23,165.1,M
58,23,160.02,M
57,23,160.02,M
54,23,165.1,M
68,23,167.64,M
56,23,157.48,M
61,23,172.72,M
58,23,172.72,M
63,23,162.56,M
68,23,167.64,M
63,23,165.1,M
59,23,175.26,M
56,23,160.02,M
61,23,172.72,M
58,23,160.02,M
58,23,157.48,M
56,23,165.1,M
58,23,170.18,M
56,23,170.18,M
60,23,167.64,M
56,23,175.26,M
63,23,175.26,M
63,23,170.18,M
54,23,160.02,M
57,23,157.48,M
58,23,157.48,M
58,23,165.1,M
68,23,157.48,M
68,23,165.1,M
63,23,170.18,M
52,23,157.48,M
59,23,162.56,M
61,23,167.64,M
45,23,154.94,M
58,23,170.18,M
58,23,170.18,M
58,23,165.1,M
54,23,160.02,M
68,23,167.64,M
64,23,157.48,M
45,23,154.94,M
56,23,165.1,M
58,23,160.02,M
62,23,172.72,M
54,23,167.64,M
49,23,162.56,M
57,23,167.64,M
62,23,172.72,M
58,23,172.72,M
57,23,162.56,M
58,23,162.56,M
58,23,160.02,M
58,23,170.18,M
66,23,175.26,M
70,23,170.18,M
63,23,175.26,M
56,23,162.56,M
49,23,154.94,M
58,23,167.64,M
58,23,167.64,M
59,23,175.26,M
56,23,157.48,M
52,23,162.56,M
58,23,167.64,M
61,23,172.72,M
58,23,170.18,M
61,23,162.56,M
58,23,162.56,M
61,23,177.8,M
58,23,172.72,M
58,24,170.18,M
62,24,175.26,M
63,24,170.18,M
65,24,170.18,M
55,24,170.18,M
65,24,170.18,M
45,24,162.56,M
63,24,162.56,M
54,24,165.1,M
61,24,162.56,M
58,24,175.26,M
49,24,167.64,M
56,24,165.1,M
65,24,172.72,M
59,24,170.18,M
61,24,170.18,M
58,24,162.56,M
56,24,162.56,M
56,24,162.56,M
54,24,170.18,M
54,24,170.18,M
45,24,162.56,M
61,24,167.64,M
54,24,165.1,M
61,24,167.64,M
63,24,170.18,M
63,24,170.18,M
61,24,165.1,M
61,24,162.56,M
63,24,160.02,M
52,24,157.48,M
61,24,160.02,M
56,24,162.56,M
53,24,160.02,M
58,24,177.8,M
56,24,170.18,M
65,24,172.72,M
68,24,180.34,M
56,24,162.56,M
65,24,175.26,M
58,24,157.48,M
63,24,157.48,M
58,24,165.1,M
65,24,170.18,M
58,24,167.64,M
58,24,162.56,M
56,24,154.94,M
56,24,152.4,M
63,24,162.56,M
56,24,162.56,M
61,24,162.56,M
58,24,165.1,M
68,24,180.34,M
57,24,162.56,M
56,24,167.64,M
61,24,165.1,M
63,24,170.18,M
54,24,160.02,M
57,24,160.02,M
59,24,175.26,M
58,24,162.56,M
58,24,165.1,M
70,24,175.26,M
56,24,160.02,M
54,24,167.64,M
52,24,167.64,M
49,24,167.64,M
63,24,170.18,M
63,24,170.18,M
58,24,167.64,M
56,24,175.26,M
49,24,157.48,M
61,24,162.56,M
54,24,160.02,M
61,24,170.18,M
58,24,165.1,M
58,24,162.56,M
65,24,170.18,M
56,24,162.56,M
56,24,165.1,M
56,24,170.18,M
58,24,162.56,M
62,24,180.34,M
56,24,162.56,M
61,24,170.18,M
57,24,160.02,M
58,24,162.56,M
58,24,167.64,M
52,24,152.4,M
61,24,167.64,M
68,24,162.56,M
56,24,175.26,M
61,24,162.56,M
54,24,167.64,M
58,24,165.1,M
56,24,165.1,M
56,24,162.56,M
65,24,172.72,M
58,24,165.1,M
61,24,167.64,M
58,24,165.1,M
65,24,175.26,M
56,24,157.48,M
65,24,175.26,M
56,24,170.18,M
65,24,175.26,M
68,24,180.34,M
58,24,160.02,M
65,24,167.64,M
58,24,160.02,M
49,24,167.64,M
61,24,165.1,M
56,24,167.64,M
65,24,172.72,M
63,24,175.26,M
58,24,167.64,M
56,24,162.56,M
61,24,167.64,M
49,24,167.64,M
65,24,167.64,M
60,24,157.48,M
56,24,162.56,M
61,24,170.18,M
58,24,160.02,M
61,24,165.1,M
61,24,165.1,M
61,24,172.72,M
58,24,165.1,M
58,24,162.56,M
56,24,162.56,M
61,24,160.02,M
63,24,177.8,M
63,24,167.64,M
57,24,160.02,M
51,24,157.48,M
56,24,160.02,M
56,24,167.64,M
61,24,175.26,M
54,24,167.64,M
61,24,162.56,M
65,24,172.72,M
62,24,180.34,M
58,24,180.34,M
56,24,162.56,M
54,24,160.02,M
69,24,177.8,M
59,24,170.18,M
54,24,154.94,M
52,24,157.48,M
58,24,170.18,M
56,24,165.1,M
60,24,170.18,M
63,24,162.56,M
62,24,172.72,M
52,24,160.02,M
58,24,170.18,M
56,24,157.48,M
56,24,154.94,M
62,24,177.8,M
63,24,170.18,M
58,24,160.02,M
55,24,157.48,M
58,24,157.48,M
65,24,180.34,M
61,24,167.64,M
63,24,162.56,M
54,24,165.1,M
56,24,180.34,M
56,24,167.64,M
58,24,172.72,M
58,24,160.02,M
63,24,170.18,M
54,24,157.48,M
65,24,160.02,M
63,24,170.18,M
56,24,154.94,M
54,24,157.48,M
55,24,160.02,M
56,24,165.1,M
58,24,170.18,M
74,24,172.72,M
61,24,165.1,M
58,24,167.64,M
58,24,160.02,M
56,24,170.18,M
68,24,162.56,M
58,24,162.56,M
55,24,172.72,M
63,24,175.26,M
56,24,162.56,M
61,24,170.18,M
61,24,167.64,M
51,24,162.56,M
56,24,165.1,M
58,24,160.02,M
57,24,165.1,M
61,24,162.56,M
56,24,160.02,M
61,24,157.48,M
63,24,170.18,M
53,24,160.02,M
56,24,162.56,M
50,24,160.02,M
56,24,162.56,M
56,24,165.1,M
49,24,160.02,M
70,24,167.64,M
56,24,167.64,M
65,24,170.18,M
61,24,172.72,M
61,24,162.56,M
54,24,160.02,M
52,24,157.48,M
58,24,160.02,M
58,24,180.34,M
62,24,170.18,M
54,24,167.64,M
62,24,160.02,M
63,24,170.18,M
58,24,165.1,M
61,24,175.26,M
58,24,175.26,M
65,24,170.18,M
61,24,167.64,M
58,24,154.94,M
58,24,162.56,M
61,24,170.18,M
65,24,180.34,M
61,24,160.02,M
61,24,170.18,M
56,24,172.72,M
61,24,165.1,M
55,24,170.18,M
55,24,172.72,M
63,24,165.1,M
58,24,170.18,M
58,24,172.72,M
65,24,177.8,M
58,24,175.26,M
52,24,157.48,M
61,24,160.02,M
49,24,167.64,M
56,24,167.64,M
58,24,167.64,M
56,24,162.56,M
58,24,165.1,M
56,24,162.56,M
61,24,167.64,M
58,24,157.48,M
55,24,162.56,M
61,24,165.1,M
58,24,170.18,M
53,24,175.26,M
61,24,172.72,M
56,24,162.56,M
65,24,165.1,M
56,24,167.64,M
63,24,175.26,M
58,24,172.72,M
58,24,172.72,M
65,24,170.18,M
58,24,172.72,M
67,24,165.1,M
56,24,157.48,M
56,24,165.1,M
68,24,170.18,M
61,24,165.1,M
58,24,180.34,M
65,24,172.72,M
58,24,165.1,M
58,24,170.18,M
58,24,160.02,M
61,24,162.56,M
58,24,154.94,M
56,24,170.18,M
56,24,165.1,M
52,24,157.48,M
49,24,167.64,M
56,24,162.56,M
61,24,167.64,M
54,24,149.86,M
58,24,165.1,M
61,24,170.18,M
58,24,170.18,M
58,24,167.64,M
63,24,170.18,M
49,24,167.64,M
56,24,175.26,M
56,24,160.02,M
47,24,157.48,M
59,24,165.1,M
61,24,170.18,M
60,24,170.18,M
52,24,165.1,M
53,24,165.1,M
61,24,162.56,M
61,24,167.64,M
61,24,165.1,M
56,24,157.48,M
54,24,152.4,M
61,24,162.56,M
54,24,162.56,M
53,24,165.1,M
61,24,165.1,M
56,24,167.64,M
67,24,165.1,M
58,24,162.56,M
56,24,167.64,M
58,24,175.26,M
58,24,167.64,M
52,24,162.56,M
56,24,170.18,M
66,24,170.18,M
56,24,165.1,M
65,24,162.56,M
58,24,162.56,M
61,24,167.64,M
58,24,170.18,M
49,24,167.64,M
56,24,167.64,M
61,24,157.48,M
58,24,167.64,M
54,24,162.56,M
66,24,160.02,M
61,24,170.18,M
49,24,167.64,M
58,24,165.1,M
61,24,170.18,M
54,24,157.48,M
54,24,160.02,M
58,24,162.56,M
52,24,149.86,M
63,24,162.56,M
61,24,162.56,M
61,24,172.72,M
63,24,177.8,M
52,24,157.48,M
65,24,167.64,M
62,24,172.72,M
56,24,165.1,M
63,24,152.4,M
56,24,162.56,M
49,24,167.64,M
55,24,157.48,M
61,24,170.18,M
68,24,167.64,M
63,24,170.18,M
61,24,170.18,M
63,24,172.72,M
63,24,175.26,M
56,24,157.48,M
58,24,160.02,M
49,24,167.64,M
70,24,177.8,M
58,24,175.26,M
59,24,172.72,M
63,24,167.64,M
58,24,165.1,M
56,24,162.56,M
58,24,157.48,M
65,24,170.18,M
54,24,160.02,M
63,24,170.18,M
61,24,175.26,M
63,24,180.34,M
56,24,172.72,M
63,24,170.18,M
54,24,165.1,M
63,24,165.1,M
61,24,162.56,M
52,24,154.94,M
59,24,165.1,M
56,24,154.94,M
49,24,167.64,M
65,24,170.18,M
61,24,165.1,M
53,24,162.56,M
54,24,162.56,M
59,24,170.18,M
61,24,167.64,M
58,24,165.1,M
62,24,177.8,M
57,24,160.02,M
54,24,160.02,M
49,24,167.64,M
50,24,160.02,M
56,24,170.18,M
65,24,175.26,M
56,24,162.56,M
65,24,172.72,M
70,24,175.26,M
63,24,170.18,M
67,24,157.48,M
54,24,157.48,M
56,24,160.02,M
58,24,170.18,M
61,24,162.56,M
54,24,175.26,M
58,24,175.26,M
68,24,180.34,M
58,24,177.8,M
56,24,162.56,M
58,24,170.18,M
49,24,167.64,M
58,24,160.02,M
57,24,170.18,M
61,24,175.26,M
61,24,170.18,M
62,24,177.8,M
70,24,160.02,M
56,24,154.94,M
58,24,167.64,M
63,24,162.56,M
61,24,167.64,M
49,24,160.02,M
58,24,165.1,M
49,24,165.1,M
54,24,160.02,M
58,24,162.56,M
49,24,152.4,M
61,24,165.1,M
63,24,167.64,M
58,24,162.56,M
61,24,165.1,M
56,24,160.02,M
67,24,167.64,M
58,24,157.48,M
65,24,170.18,M
54,24,162.56,M
65,24,177.8,M
54,24,170.18,M
56,24,162.56,M
61,24,167.64,M
65,24,165.1,M
61,24,165.1,M
65,24,170.18,M
58,24,170.18,M
53,24,137.16,M
61,24,152.4,M
49,24,167.64,M
49,24,167.64,M
61,24,157.48,M
61,24,175.26,M
65,24,170.18,M
56,24,167.64,M
60,24,170.18,M
68,24,162.56,M
49,24,160.02,M
52,24,152.4,M
52,24,170.18,M
56,24,157.48,M
63,24,182.88,M
58,24,170.18,M
58,24,165.1,M
53,24,170.18,M
58,24,162.56,M
65,24,167.64,M
54,24,160.02,M
58,24,167.64,M
56,24,167.64,M
67,24,167.64,M
58,24,152.4,M
57,24,157.48,M
58,24,167.64,M
70,24,160.02,M
63,24,170.18,M
56,24,167.64,M
58,24,165.1,M
58,24,167.64,M
54,24,182.88,M
61,24,167.64,M
56,24,162.56,M
59,24,165.1,M
58,24,170.18,M
56,24,162.56,M
65,24,170.18,M
54,24,165.1,M
56,24,167.64,M
65,24,170.18,M
52,24,149.86,M
56,24,157.48,M
54,24,162.56,M
55,24,167.64,M
63,24,170.18,M
58,24,165.1,M
65,24,175.26,M
57,24,170.18,M
65,24,167.64,M
56,24,165.1,M
57,24,165.1,M
63,24,177.8,M
58,24,172.72,M
55,24,160.02,M
58,24,175.26,M
68,24,180.34,M
56,24,154.94,M
61,24,167.64,M
57,24,165.1,M
68,24,180.34,M
56,24,162.56,M
56,24,162.56,M
70,24,160.02,M
61,24,172.72,M
58,24,175.26,M
63,24,157.48,M
61,24,175.26,M
61,24,160.02,M
56,24,160.02,M
54,24,160.02,M
60,24,165.1,M
62,24,177.8,M
65,24,177.8,M
58,24,172.72,M
58,24,170.18,M
68,24,170.18,M
62,24,175.26,M
63,24,170.18,M
59,24,170.18,M
54,24,162.56,M
59,24,170.18,M
54,24,165.1,M
58,24,167.64,M
58,24,162.56,M
58,24,162.56,M
61,24,167.64,M
58,24,165.1,M
55,24,167.64,M
54,24,160.02,M
63,24,167.64,M
56,24,157.48,M
49,24,167.64,M
58,24,154.94,M
58,24,177.8,M
61,24,165.1,M
70,24,170.18,M
63,24,167.64,M
59,24,170.18,M
61,24,170.18,M
65,24,157.48,M
63,24,162.56,M
47,24,167.64,M
56,24,165.1,M
56,24,167.64,M
54,25,152.4,M
61,25,162.56,M
54,25,165.1,M
61,25,160.02,M
54,25,160.02,M
54,25,162.56,M
56,25,154.94,M
58,25,165.1,M
57,25,154.94,M
61,25,165.1,M
63,25,162.56,M
61,25,167.64,M
58,25,160.02,M
62,25,167.64,M
58,25,165.1,M
55,25,160.02,M
67,25,172.72,M
58,25,162.56,M
65,25,175.26,M
56,25,154.94,M
49,25,160.02,M
61,25,170.18,M
52,25,165.1,M
61,25,160.02,M
56,25,157.48,M
58,25,167.64,M
63,25,182.88,M
58,25,165.1,M
61,25,172.72,M
62,25,167.64,M
58,25,167.64,M
60,25,162.56,M
61,25,162.56,M
49,25,162.56,M
54,25,157.48,M
61,25,162.56,M
61,25,157.48,M
45,25,154.94,M
56,25,167.64,M
61,25,175.26,M
56,25,157.48,M
58,25,170.18,M
61,25,167.64,M
58,25,167.64,M
61,25,160.02,M
58,25,170.18,M
58,25,167.64,M
61,25,165.1,M
56,25,170.18,M
63,25,162.56,M
58,25,167.64,M
49,25,162.56,M
58,25,157.48,M
63,25,172.72,M
57,25,170.18,M
58,25,167.64,M
68,25,175.26,M
62,25,165.1,M
56,25,157.48,M
64,25,167.64,M
54,25,165.1,M
52,25,157.48,M
61,25,170.18,M
55,25,157.48,M
61,25,170.18,M
61,25,170.18,M
56,25,162.56,M
58,25,167.64,M
63,25,172.72,M
63,25,170.18,M
61,25,160.02,M
58,25,170.18,M
61,25,170.18,M
58,25,167.64,M
58,25,167.64,M
58,25,165.1,M
58,25,165.1,M
58,25,160.02,M
56,25,170.18,M
56,25,167.64,M
65,25,165.1,M
56,25,165.1,M
47,25,157.48,M
58,25,160.02,M
58,25,162.56,M
58,25,167.64,M
47,25,157.48,M
62,25,172.72,M
58,25,172.72,M
61,25,162.56,M
58,25,162.56,M
54,25,152.4,M
63,25,172.72,M
58,25,160.02,M
58,25,167.64,M
58,25,160.02,M
56,25,162.56,M
61,25,177.8,M
61,25,175.26,M
64,25,175.26,M
56,25,160.02,M
56,25,170.18,M
58,25,165.1,M
63,25,170.18,M
68,25,175.26,M
61,25,162.56,M
61,25,170.18,M
58,25,175.26,M
56,25,157.48,M
54,25,160.02,M
63,25,172.72,M
59,25,175.26,M
61,25,165.1,M
56,25,162.56,M
56,25,162.56,M
70,25,165.1,M
58,25,170.18,M
58,25,175.26,M
61,25,162.56,M
58,25,170.18,M
61,25,162.56,M
61,25,167.64,M
58,25,167.64,M
56,25,167.64,M
65,25,160.02,M
61,25,165.1,M
56,25,162.56,M
58,25,165.1,M
47,25,157.48,M
55,25,162.56,M
58,25,160.02,M
63,25,172.72,M
58,25,165.1,M
58,25,157.48,M
61,25,167.64,M
61,25,170.18,M
64,25,175.26,M
52,25,160.02,M
58,25,162.56,M
59,25,172.72,M
63,25,167.64,M
62,25,165.1,M
61,25,167.64,M
54,25,167.64,M
61,25,170.18,M
47,25,149.86,M
61,25,165.1,M
56,25,160.02,M
62,25,170.18,M
61,25,170.18,M
58,25,162.56,M
54,25,157.48,M
54,25,165.1,M
58,25,167.64,M
58,25,162.56,M
63,25,170.18,M
61,25,162.56,M
61,25,165.1,M
65,25,165.1,M
65,25,160.02,M
56,25,162.56,M
53,25,154.94,M
52,25,160.02,M
58,25,162.56,M
61,25,175.26,M
54,25,162.56,M
63,25,177.8,M
58,25,167.64,M
54,25,154.94,M
54,25,154.94,M
56,25,170.18,M
58,25,157.48,M
51,25,162.56,M
54,25,172.72,M
58,25,175.26,M
51,25,157.48,M
56,25,167.64,M
55,25,165.1,M
61,25,160.02,M
58,25,170.18,M
65,25,172.72,M
54,25,157.48,M
68,25,165.1,M
56,25,177.8,M
61,25,167.64,M
47,25,157.48,M
72,25,167.64,M
61,25,170.18,M
47,25,157.48,M
56,25,170.18,M
65,25,172.72,M
63,25,165.1,M
55,25,170.18,M
61,25,167.64,M
65,25,172.72,M
62,25,167.64,M
58,25,170.18,M
54,25,160.02,M
62,25,180.34,M
61,25,162.56,M
58,25,167.64,M
54,25,160.02,M
56,25,162.56,M
56,25,170.18,M
47,25,157.48,M
58,25,167.64,M
56,25,154.94,M
59,25,167.64,M
54,25,162.56,M
59,25,172.72,M
63,25,172.72,M
52,25,170.18,M
58,25,170.18,M
47,25,157.48,M
56,25,162.56,M
58,25,162.56,M
56,25,157.48,M
58,25,165.1,M
63,25,170.18,M
61,25,162.56,M
58,25,165.1,M
61,25,172.72,M
58,25,167.64,M
58,25,162.56,M
56,25,162.56,M
49,25,154.94,M
61,25,162.56,M
61,25,165.1,M
49,25,160.02,M
65,25,172.72,M
61,25,165.1,M
58,25,170.18,M
61,25,162.56,M
63,25,175.26,M
63,25,177.8,M
56,25,160.02,M
61,25,167.64,M
63,25,177.8,M
58,25,165.1,M
58,25,167.64,M
61,25,160.02,M
54,25,170.18,M
58,25,162.56,M
63,25,162.56,M
61,25,165.1,M
63,25,167.64,M
56,25,167.64,M
58,25,165.1,M
51,25,162.56,M
58,25,162.56,M
58,25,167.64,M
56,25,157.48,M
61,25,165.1,M
54,25,157.48,M
58,25,167.64,M
58,25,157.48,M
56,25,160.02,M
58,25,175.26,M
54,25,175.26,M
58,25,162.56,M
61,25,165.1,M
61,25,170.18,M
65,25,172.72,M
63,25,170.18,M
56,25,160.02,M
58,25,165.1,M
58,25,165.1,M
65,25,170.18,M
61,25,165.1,M
58,25,167.64,M
68,25,152.4,M
54,25,157.48,M
51,25,157.48,M
54,25,167.64,M
63,25,172.72,M
56,25,167.64,M
63,25,177.8,M
54,25,152.4,M
63,25,170.18,M
56,25,160.02,M
61,25,165.1,M
63,25,165.1,M
58,25,162.56,M
63,25,167.64,M
61,25,167.64,M
56,25,160.02,M
65,25,160.02,M
56,25,157.48,M
58,25,167.64,M
56,25,167.64,M
61,25,177.8,M
54,25,175.26,M
58,25,167.64,M
59,25,175.26,M
61,25,172.72,M
58,25,175.26,M
58,25,172.72,M
61,25,162.56,M
63,25,172.72,M
61,25,170.18,M
47,25,157.48,M
54,25,170.18,M
68,25,182.88,M
47,25,157.48,M
63,25,175.26,M
63,25,162.56,M
47,25,157.48,M
61,25,170.18,M
56,25,172.72,M
58,25,165.1,M
58,25,167.64,M
55,25,165.1,M
61,25,160.02,M
68,25,157.48,M
56,25,162.56,M
54,25,160.02,M
58,25,167.64,M
58,25,167.64,M
61,25,162.56,M
56,25,170.18,M
57,25,165.1,M
63,25,177.8,M
58,25,162.56,M
61,25,170.18,M
58,25,167.64,M
61,25,167.64,M
61,25,172.72,M
58,25,165.1,M
58,25,170.18,M
58,25,170.18,M
68,25,182.88,M
61,25,170.18,M
54,25,172.72,M
54,25,175.26,M
58,25,167.64,M
61,25,172.72,M
54,25,177.8,M
56,25,162.56,M
61,25,170.18,M
54,25,170.18,M
61,25,162.56,M
56,25,170.18,M
54,25,167.64,M
61,25,165.1,M
63,25,170.18,M
58,25,157.48,M
58,25,167.64,M
58,25,167.64,M
61,25,175.26,M
56,25,160.02,M
54,25,160.02,M
54,25,162.56,M
54,25,167.64,M
63,25,165.1,M
53,25,160.02,M
65,25,167.64,M
58,25,162.56,M
63,25,160.02,M
65,25,165.1,M
58,25,160.02,M
54,25,160.02,M
60,25,167.64,M
58,25,172.72,M
55,25,167.64,M
58,25,170.18,M
58,25,167.64,M
56,25,160.02,M
72,25,167.64,M
58,25,160.02,M
59,25,167.64,M
56,25,162.56,M
61,25,177.8,M
53,25,160.02,M
55,25,160.02,M
63,25,162.56,M
56,25,157.48,M
56,25,175.26,M
56,25,165.1,M
54,25,160.02,M
58,25,172.72,M
62,25,167.64,M
58,25,167.64,M
61,25,175.26,M
65,25,165.1,M
61,25,170.18,M
54,25,167.64,M
54,25,162.56,M
55,25,165.1,M
58,25,167.64,M
61,25,180.34,M
63,25,167.64,M
68,25,172.72,M
58,25,165.1,M
65,25,172.72,M
58,25,165.1,M
65,25,167.64,M
54,25,165.1,M
61,25,175.26,M
56,25,170.18,M
58,25,172.72,M
58,25,157.48,M
61,25,165.1,M
61,25,167.64,M
58,25,167.64,M
56,25,165.1,M
56,25,162.56,M
54,25,154.94,M
54,25,154.94,M
58,25,167.64,M
61,25,177.8,M
61,25,165.1,M
58,25,167.64,M
